Character	Dialog
OPHELIA	Never departed more.
OPHELIA	Indeed, la! without an oath, I'll make an end on 't:
OPHELIA	By Gis and by Saint Charity,
OPHELIA	Alack, and fie for shame!
OPHELIA	Young men will do't, if they come to't;
OPHELIA	By Cock they are to blame.
OPHELIA	Quoth she, before you tumbled me,
OPHELIA	You promis'd me to wed:
OPHELIA	So would I ha' done, by yonder sun,
OPHELIA	An thou hadst not come to my bed.
OPHELIA	I hope all will be well. We must be patient: but I cannot choose but weep, to think they should lay him i' the cold ground. My brother shall know of it: and so I thank you for your good counsel. Come, my coach! Good-night, ladies; good-night, sweet ladies; good-night, good-night.
OPHELIA	They bore him barefac'd on the bier;
OPHELIA	Hey non nonny, nonny, hey nonny;
OPHELIA	And in his grave rain'd many a tear;—
OPHELIA	Fare you well, my dove!
OPHELIA	You must sing, a-down a-down,
OPHELIA	And you call him a-down-a.
OPHELIA	O how the wheel becomes it! It is the false steward that stole his master's daughter.
OPHELIA	There's rosemary, that's for remembrance; brance; pray, love, remember: and there is pansies, that's for thoughts.
OPHELIA	There's fennel for you, and columbines; there's rue for you; and here's some for me; we may call it herb of grace o' Sundays. O! you must wear your rue with a difference. There's a daisy; I would give you some violets, but they withered all when my father died. They say he made a good end,—
OPHELIA	For bonny sweet Robin is all my joy.
OPHELIA	And will he not come again?
OPHELIA	And will he not come again?
OPHELIA	No, no, he is dead;
OPHELIA	Go to thy death-bed,
OPHELIA	He never will come again.
OPHELIA	His beard was as white as snow
OPHELIA	All fiaxen was his poll,
OPHELIA	He is gone, he is gone,
OPHELIA	And we cast away moan:
OPHELIA	God ha' mercy on his soul!
OPHELIA	And of all Christian souls! I pray God. God be wi' ye!
POLONIUS	He hath, my lord, wrung from me my slow leave
POLONIUS	By laboursome petition, and at last
POLONIUS	Upon his will I seal'd my hard consent:
POLONIUS	I do beseech you, give him leave to go.
POLONIUS	Yet here, Laertes! aboard, aboard, for shame!
POLONIUS	The wind sits in the shoulder of your sail,
POLONIUS	And you are stay'd for. There, my blessing with thee!
POLONIUS	And these few precepts in thy memory
POLONIUS	Look thou character. Give thy thoughts no tongue,
POLONIUS	Nor any unproportion'd thought his act.
POLONIUS	Be thou familiar, but by no means vulgar;
POLONIUS	The friends thou hast, and their adoption tried,
POLONIUS	Grapple them to thy soul with hoops of steel;
POLONIUS	But do not dull thy palm with entertainment
POLONIUS	Of each new-hatch'd, unfledg'd comrade. Beware
POLONIUS	Of entrance to a quarrel, but, being in,
POLONIUS	Bear 't that th' opposed may beware of thee.
POLONIUS	Give every man thine ear, but few thy voice;
POLONIUS	Take each man's censure, but reserve thy judgment.
POLONIUS	Costly thy habit as thy purse can buy,
POLONIUS	But not express'd in fancy; rich, not gaudy;
POLONIUS	For the apparel oft proclaims the man,
POLONIUS	And they in France of the best rank and station
POLONIUS	Are most select and generous, chief in that.
POLONIUS	Neither a borrower, nor a lender be;
POLONIUS	For loan oft loses both itself and friend,
POLONIUS	And borrowing dulls the edge of husbandry.
POLONIUS	This above all: to thine own self be true,
POLONIUS	And it must follow, as the night the day,
POLONIUS	Thou canst not then be false to any man.
POLONIUS	Farewell; my blessing season this in thee!
POLONIUS	The time invites you; go, your servants tend.
POLONIUS	What is 't, Ophelia, he hath said to you?
POLONIUS	Marry, well bethought:
POLONIUS	'Tis told me, he hath very oft of late
POLONIUS	Given private time to you; and you yourself
POLONIUS	Have of your audience been most free and bounteous.
POLONIUS	If it be so,—as so 'tis put on me,
POLONIUS	And that in way of caution,—I must tell you,
POLONIUS	You do not understand yourself so clearly
POLONIUS	As it behoves my daughter and your honour.
POLONIUS	What is between you? give me up the truth.
POLONIUS	Affection! pooh! you speak like a green girl,
POLONIUS	Unsifted in such perilous circumstance.
POLONIUS	Do you believe his tenders, as you call them?
POLONIUS	Marry, I'll teach you: think yourself a baby,
POLONIUS	That you have ta'en these tenders for true pay,
POLONIUS	Which are not sterling. Tender yourself more dearly;
POLONIUS	Or,—not to crack the wind of the poor phrase,
POLONIUS	Running it thus,—you'll tender me a fool.
POLONIUS	Ay, fashion you may call it: go to, go to.
POLONIUS	Ay, springes to catch woodcocks. I do know,
POLONIUS	When the blood burns, how prodigal the soul
POLONIUS	Lends the tongue vows: these blazes, daughter,
POLONIUS	Giving more light than heat, extinct in both,
POLONIUS	Even in their promise, as it is a-making,
POLONIUS	You must not take for fire. From this time
POLONIUS	Be somewhat scanter of your maiden presence;
POLONIUS	Set your entreatments at a higher rate
POLONIUS	Than a command to parley. For Lord Hamlet,
POLONIUS	Believe so much in him, that he is young,
POLONIUS	And with a larger tether may he walk
POLONIUS	Than may be given you: in few, Ophelia,
POLONIUS	Do not believe his vows, for they are brokers,
POLONIUS	Not of that dye which their investments show,
POLONIUS	But mere implorators of unholy suits,
POLONIUS	Breathing like sanctified and pious bawds,
POLONIUS	The better to beguile. This is for all:
POLONIUS	I would not, in plain terms, from this time forth,
POLONIUS	Have you so slander any moment's leisure,
POLONIUS	As to give words or talk with the Lord Hamlet.
POLONIUS	Look to 't, I charge you; come your ways.
POLONIUS	Give him this money and these notes, Reynaldo.
POLONIUS	You shall do marvellous wisely, good Reynaldo,
POLONIUS	Before you visit him, to make inquiry
POLONIUS	Of his behaviour.
POLONIUS	Marry, well said, very well said. Look you, sir,
POLONIUS	Inquire me first what Danskers are in Paris;
POLONIUS	And how, and who, what means, and where they keep,
POLONIUS	What company, at what expense; and finding
POLONIUS	By this encompassment and drift of question
POLONIUS	That they do know my son, come you more nearer
POLONIUS	Than your particular demands will touch it:
POLONIUS	Take you, as 'twere, some distant knowledge of him;
POLONIUS	As thus, 'I know his father, and his friends,
POLONIUS	And, in part, him;' do you mark this, Reynaldo?
POLONIUS	'And, in part, him; but,' you may say, 'not well:
POLONIUS	But if't be he I mean, he's very wild,
POLONIUS	Addicted so and so;' and there put on him
POLONIUS	What forgeries you please; marry, none so rank
POLONIUS	As may dishonour him; take heed of that;
POLONIUS	But, sir, such wanton, wild, and usual slips
POLONIUS	As are companions noted and most known
POLONIUS	To youth and liberty.
POLONIUS	Ay, or drinking, fencing, swearing, quarrelling,
POLONIUS	Drabbing; you may go so far.
POLONIUS	Faith, no; as you may season it in the charge.
POLONIUS	You must not put another scandal on him,
POLONIUS	That he is open to incontinency;
POLONIUS	That's not my meaning; but breathe his faults so quaintly
POLONIUS	That they may seem the taints of liberty,
POLONIUS	The flash and outbreak of a fiery mind,
POLONIUS	A savageness in unreclaimed blood,
POLONIUS	Of general assault.
POLONIUS	Wherefore should you do this?
POLONIUS	Marry, sir, here's my drift;
POLONIUS	And, I believe, it is a fetch of warrant:
POLONIUS	You laying these slight sullies on my son,
POLONIUS	As 'twere a thing a little soil'd i' the working,
POLONIUS	Mark you,
POLONIUS	Your party in converse, him you would sound,
POLONIUS	Having ever seen in the prenominate crimes
POLONIUS	The youth you breathe of guilty, be assur'd,
POLONIUS	He closes with you in this consequence;
POLONIUS	'Good sir,' or so; or 'friend,' or 'gentleman,'
POLONIUS	According to the phrase or the addition
POLONIUS	Of man and country.
POLONIUS	And then, sir, does he this,—he does,—what was I about to say? By the mass I was about to say something: where did I leave?
POLONIUS	At 'closes in the consequence,' ay, marry;
POLONIUS	He closes with you thus: 'I know the gentleman;
POLONIUS	I saw him yesterday, or t' other day,
POLONIUS	Or then, or then; with such, or such; and, as you say,
POLONIUS	There was a' gaming; there o'ertook in 's rouse;
POLONIUS	There falling out at tennis;' or perchance,
POLONIUS	'I saw him enter such a house of sale,'
POLONIUS	Videlicet, a brothel, or so forth.
POLONIUS	See you now;
POLONIUS	Your bait of falsehood takes this carp of truth;
POLONIUS	And thus do we of wisdom and of reach,
POLONIUS	With windlasses, and with assays of bias,
POLONIUS	By indirections find directions out:
POLONIUS	So by my former lecture and advice
POLONIUS	Shall you my son. You have me, have you not?
POLONIUS	God be wi' you; fare you well.
POLONIUS	Observe his inclination in yourself.
POLONIUS	And let him ply his music.
POLONIUS	Farewell!
POLONIUS	How now, Ophelia! what's the matter?
POLONIUS	With what, in the name of God?
POLONIUS	Mad for thy love?
POLONIUS	What said he?
POLONIUS	Come, go with me; I will go seek the king.
POLONIUS	This is the very ecstasy of love,
POLONIUS	Whose violent property fordoes itself
POLONIUS	And leads the will to desperate undertakings
POLONIUS	As oft as any passion under heaven
POLONIUS	That does afflict our natures. I am sorry.
POLONIUS	What! have you given him any hard words of late?
POLONIUS	That hath made him mad.
POLONIUS	I am sorry that with better heed and judgment
POLONIUS	I had not quoted him; I fear'd he did but trifle,
POLONIUS	And meant to wrack thee; but, beshrew my jealousy!
POLONIUS	By heaven, it is as proper to our age
POLONIUS	To cast beyond ourselves in our opinions
POLONIUS	As it is common for the younger sort
POLONIUS	To lack discretion. Come, go we to the king:
POLONIUS	This must be known; which, being kept close, might move
POLONIUS	More grief to hide than hate to utter love.
POLONIUS	Come.
POLONIUS	The ambassadors from Norway, my good lord,
POLONIUS	Are joyfully return'd.
POLONIUS	Have I, my lord? Assure you, my good liege,
POLONIUS	I hold my duty, as I hold my soul,
POLONIUS	Both to my God and to my gracious king;
POLONIUS	And I do think—or else this brain of mine
POLONIUS	Hunts not the trail of policy so sure
POLONIUS	As it hath us'd to do—that I have found
POLONIUS	The very cause of Hamlet's lunacy.
POLONIUS	Give first admittance to the ambassadors;
POLONIUS	My news shall be the fruit to that great feast.
POLONIUS	This business is well ended.
POLONIUS	My liege, and madam, to expostulate
POLONIUS	What majesty should be, what duty is,
POLONIUS	Why day is day, night night, and time is time,
POLONIUS	Were nothing but to waste night, day, and time.
POLONIUS	Therefore, since brevity is the soul of wit,
POLONIUS	And tediousness the limbs and outward flourishes,
POLONIUS	I will be brief. Your noble son is mad:
POLONIUS	Mad call I it; for, to define true madness,
POLONIUS	What is 't but to be nothing else but mad?
POLONIUS	But let that go.
POLONIUS	Madam, I swear I use no art at all.
POLONIUS	That he is mad, 'tis true; 'tis true 'tis pity;
POLONIUS	And pity 'tis 'tis true: a foolish figure;
POLONIUS	But farewell it, for I will use no art.
POLONIUS	Mad let us grant him, then; and now remains
POLONIUS	That we find out the cause of this effect,
POLONIUS	Or rather say, the cause of this defect,
POLONIUS	For this effect defective comes by cause;
POLONIUS	Thus it remains, and the remainder thus.
POLONIUS	Perpend.
POLONIUS	I have a daughter, have while she is mine;
POLONIUS	Who, in her duty and obedience, mark,
POLONIUS	Hath given me this: now, gather, and surmise.
POLONIUS	"To the celestial, and my soul's idol, the most beautified Ophelia.—"
POLONIUS	That's an ill phrase, a vile phrase; 'beautified'
POLONIUS	is a vile phrase; but you shall hear. Thus:
POLONIUS	In her excellent white bosom, these, &c.—
POLONIUS	Good madam, stay awhile; I will be faithful.
POLONIUS	"Doubt thou the stars are fire;
POLONIUS	Doubt that the sun doth move;
POLONIUS	Doubt truth to be a liar;
POLONIUS	But never doubt I love.
POLONIUS	O dear Ophelia! I am ill at these numbers: I have not art to reckon my groans; but that I love thee best, O most best! believe it. Adieu.
POLONIUS	Thine evermore, most dear lady, whilst this machine is to him,HAMLET."
POLONIUS	This in obedience hath my daughter shown me;
POLONIUS	And more above, hath his solicitings,
POLONIUS	As they fell out by time, by means, and place,
POLONIUS	All given to mine ear.
POLONIUS	What do you think of me?
POLONIUS	I would fain prove so. But what might you think,
POLONIUS	When I had seen this hot love on the wing,—
POLONIUS	As I perceiv'd it, I must tell you that,
POLONIUS	Before my daughter told me,—what might you,
POLONIUS	Or my dear majesty, your queen here, think,
POLONIUS	If I had play'd the desk or table-book,
POLONIUS	Or given my heart a winking, mute and dumb,
POLONIUS	Or look'd upon this love with idle sight;
POLONIUS	What might you think? No, I went round to work,
POLONIUS	And my young mistress thus I did bespeak:
POLONIUS	'Lord Hamlet is a prince, out of thy star;
POLONIUS	This must not be:' and then I precepts gave her,
POLONIUS	That she should lock herself from his resort,
POLONIUS	Admit no messengers, receive no tokens.
POLONIUS	Which done, she took the fruits of my advice;
POLONIUS	And he, repulsed,—a short tale to make,—
POLONIUS	Fell into a sadness, then into a fast,
POLONIUS	Thence to a watch, thence into a weakness,
POLONIUS	Thence to a lightness; and by this declension
POLONIUS	Into the madness wherein now he raves,
POLONIUS	And all we wail for.
POLONIUS	Hath there been such a time,—I'd fain know that,—
POLONIUS	That I have positively said, ''Tis so,'
POLONIUS	When it prov'd otherwise?
POLONIUS	Take this from this, if this be otherwise:
POLONIUS	If circumstances lead me, I will find
POLONIUS	Where truth is hid, though it were hid indeed
POLONIUS	Within the centre.
POLONIUS	You know sometimes he walks four hours together
POLONIUS	Here in the lobby.
POLONIUS	At such a time I'll loose my daughter to him;
POLONIUS	Be you and I behind an arras then;
POLONIUS	Mark the encounter; if he love her not,
POLONIUS	And be not from his reason fallen thereon,
POLONIUS	Let me be no assistant for a state,
POLONIUS	But keep a farm, and carters.
POLONIUS	Away! I do beseech you, both away.
POLONIUS	I'll board him presently.
POLONIUS	O! give me leave.
POLONIUS	How does my good Lord Hamlet?
POLONIUS	Do you know me, my lord?
POLONIUS	Not I, my lord.
POLONIUS	Honest, my lord!
POLONIUS	That's very true, my lord.
POLONIUS	I have, my lord.
POLONIUS	How say you by that? Still harping on my daughter: yet he knew me not at first; he said I was a fishmonger: he is far gone, far gone: and truly in my youth I suffered much extremity for love; very near this. I'll speak to him again. What do you read, my lord?
POLONIUS	What is the matter, my lord?
POLONIUS	I mean the matter that you read, my lord.
POLONIUS	Though this be madness, yet there is method in 't. Will you walk out of the air, my lord?
POLONIUS	Indeed, that is out o' the air.
POLONIUS	How pregnant sometimes his replies are! a happiness that often madness hits on, which reason and sanity could not so prosperously be delivered of. I will leave him, and suddenly contrive the means of meeting between him and my daughter. My honourable lord, I will most humbly take my leave of you.
POLONIUS	Fare you well, my lord.
POLONIUS	You go to seek the Lord Hamlet; there he is.
POLONIUS	Well be with you, gentlemen!
POLONIUS	My lord, I have news to tell you.
POLONIUS	The actors are come hither, my lord.
POLONIUS	Upon my honour,—
POLONIUS	The best actors in the world, either for tragedy, comedy, history, pastoral, pastoral-comical, historical-pastoral, tragical-historical, tragical-comical-historical-pastoral, scene individable, or poem unlimited: Seneca cannot be too heavy, nor Plautus too light. For the law of writ and the liberty, these are the only men.
POLONIUS	What a treasure had he, my lord?
POLONIUS	Still on my daughter.
POLONIUS	If you call me Jephthah, my lord, I have a daughter that I love passing well.
POLONIUS	What follows, then, my lord?
POLONIUS	'Fore God, my lord, well spoken; with good accent and good discretion.
POLONIUS	This is too long.
POLONIUS	That's good; 'mobled queen' is good.
POLONIUS	Look! wh'er he has not turned his colour and has tears in's eyes. Prithee, no more.
POLONIUS	My lord, I will use them according to their desert.
POLONIUS	Come, sirs.
POLONIUS	'Tis most true;
POLONIUS	And he beseech'd me to entreat your majesties
POLONIUS	To hear and see the matter.
POLONIUS	Ophelia, walk you here. Gracious, so please you,
POLONIUS	We will bestow ourselves.
POLONIUS	Read on this book;
POLONIUS	That show of such an exercise may colour
POLONIUS	Your loneliness. We are oft to blame in this,
POLONIUS	'Tis too much prov'd, that with devotion's visage
POLONIUS	And pious action we do sugar o'er
POLONIUS	The devil himself.
POLONIUS	I hear him coming; let's withdraw, my lord.
POLONIUS	It shall do well: but yet do I believe
POLONIUS	The origin and commencement of his grief
POLONIUS	Sprung from neglected love. How now, Ophelia!
POLONIUS	You need not tell us what Lord Hamlet said;
POLONIUS	We heard it all. My lord, do as you please;
POLONIUS	But, if you hold it fit, after the play,
POLONIUS	Let his queen mother all alone entreat him
POLONIUS	To show his griefs: let her be round with him;
POLONIUS	And I'll be plac'd, so please you, in the ear
POLONIUS	Of all their conference. If she find him not,
POLONIUS	To England send him, or confine him where
POLONIUS	Your wisdom best shall think.
POLONIUS	And the queen too, and that presently.
POLONIUS	That did I, my lord, and was accounted a good actor.
POLONIUS	I did enact Julius Cæsar: I was killed i' the Capitol; Brutus killed me.
POLONIUS	O ho! do you mark that?
POLONIUS	Give o'er the play.
POLONIUS	My lord, the queen would speak with you, and presently.
POLONIUS	By the mass, and 'tis like a camel, indeed.
POLONIUS	It is backed like a weasel.
POLONIUS	Very like a whale.
POLONIUS	I will say so.
POLONIUS	My lord, he's going to his mother's closet:
POLONIUS	Behind the arras I'll convey myself
POLONIUS	To hear the process; I'll warrant she'll tax him home;
POLONIUS	And, as you said, and wisely was it said,
POLONIUS	'Tis meet that some more audience than a mother,
POLONIUS	Since nature makes them partial, should o'erhear
POLONIUS	The speech, of vantage. Fare you well, my liege:
POLONIUS	I'll call upon you ere you go to bed
POLONIUS	And tell you what I know.
POLONIUS	He will come straight. Look you lay home to him;
POLONIUS	Tell him his pranks have been too broad to bear with,
POLONIUS	And that your Grace hath screen'd and stood between
POLONIUS	Much heat and him. I'll silence me e'en here.
POLONIUS	Pray you, be round with him.
POLONIUS	What, ho! help! help! help!
POLONIUS	O! I am slain.
QUEEN	Good Hamlet, cast thy nighted colour off,
QUEEN	And let thine eye look like a friend on Denmark.
QUEEN	Do not for ever with thy vailed lids
QUEEN	Seek for thy noble father in the dust:
QUEEN	Thou know'st 'tis common; all that live must die,
QUEEN	Passing through nature to eternity.
QUEEN	If it be,
QUEEN	Why seems it so particular with thee?
QUEEN	Let not thy mother lose her prayers, Hamlet:
QUEEN	I pray thee, stay with us; go not to Wittenberg.
QUEEN	Good gentlemen, he hath much talk'd of you;
QUEEN	And sure I am two men there are not living
QUEEN	To whom he more adheres. If it will please you
QUEEN	To show us so much gentry and good will
QUEEN	As to expend your time with us awhile,
QUEEN	For the supply and profit of our hope,
QUEEN	Your visitation shall receive such thanks
QUEEN	As fits a king's remembrance.
QUEEN	Thanks, Guildenstern and gentle Rosencrantz;
QUEEN	And I beseech you instantly to visit
QUEEN	My too much changed son. Go, some of you,
QUEEN	And bring these gentlemen where Hamlet is.
QUEEN	Ay, amen!
QUEEN	I doubt it is no-other but the main;
QUEEN	His father's death, and our o'erhasty marriage.
QUEEN	More matter, with less art.
QUEEN	Came this from Hamlet to her?
QUEEN	It may be, very likely.
QUEEN	So he does indeed.
QUEEN	But look, where sadly the poor wretch comes reading.
QUEEN	Did he receive you well?
QUEEN	Did you assay him
QUEEN	To any pastime?
QUEEN	I shall obey you.
QUEEN	And for your part, Ophelia, I do wish
QUEEN	That your good beauties be the happy cause
QUEEN	Of Hamlet's wildness; so shall I hope your virtues
QUEEN	Will bring him to his wonted way again,
QUEEN	To both your honours.
QUEEN	Come hither, my good Hamlet, sit by me.
QUEEN	The lady doth protest too much, methinks.
QUEEN	How fares my lord?
QUEEN	I'll warrant you;
QUEEN	Fear me not. Withdraw, I hear him coming.
QUEEN	Hamlet, thou hast thy father much offended.
QUEEN	Come, come, you answer with an idle tongue.
QUEEN	Why, how now, Hamlet!
QUEEN	Have you forgot me?
QUEEN	Nay then, I'll set those to you that can speak.
QUEEN	What wilt thou do? thou wilt not murder me?
QUEEN	Help, help, ho!
QUEEN	O me! what hast thou done?
QUEEN	O! what a rash and bloody deed is this!
QUEEN	As kill a king!
QUEEN	What have I done that thou dar'st wag thy tongue
QUEEN	In noise so rude against me?
QUEEN	Ay me! what act,
QUEEN	That roars so loud and thunders in the index?
QUEEN	O Hamlet! speak no more;
QUEEN	Thou turn'st mine eyes into my very soul;
QUEEN	And there I see such black and grained spots
QUEEN	As will not leave their tinct.
QUEEN	O! speak to me no more;
QUEEN	These words like daggers enter in mine ears;
QUEEN	No more, sweet Hamlet!
QUEEN	No more!
QUEEN	Alas! he's mad!
QUEEN	Alas! how is't with you,
QUEEN	That you do bend your eye on vacancy
QUEEN	And with the incorporal air do hold discourse?
QUEEN	Forth at your eyes your spirits wildly peep;
QUEEN	And, as the sleeping soldiers in the alarm,
QUEEN	Your bedded hair, like life in excrements,
QUEEN	Starts up and stands an end. O gentle son!
QUEEN	Upon the heat and flame of thy distemper
QUEEN	Sprinkle cool patience. Whereon do you look?
QUEEN	To whom do you speak this?
QUEEN	Nothing at all; yet all that is I see.
QUEEN	No, nothing but ourselves.
QUEEN	This is the very coinage of your brain:
QUEEN	This bodiless creation ecstasy
QUEEN	Is very cunning in.
QUEEN	O Hamlet! thou hast cleft my heart in twain.
QUEEN	What shall I do?
QUEEN	Be thou assur'd, if words be made of breath,
QUEEN	And breath of life, I have no life to breathe
QUEEN	What thou hast said to me.
QUEEN	Alack!
QUEEN	I had forgot: 'tis so concluded on.
QUEEN	Bestow this place on us a little while.
QUEEN	Ah! my good lord, what have I seen to-night.
QUEEN	Mad as the sea and wind, when both contend
QUEEN	Which is the mightier. In his lawless fit,
QUEEN	Behind the arras hearing something stir,
QUEEN	Whips out his rapier, cries, 'A rat! a rat!'
QUEEN	And, in his brainish apprehension, kills
QUEEN	The unseen good old man.
QUEEN	To draw apart the body he hath kill'd;
QUEEN	O'er whom his very madness, like some ore
QUEEN	Among a mineral of metals base,
QUEEN	Shows itself pure: he weeps for what is done.
QUEEN	I will not speak with her.
QUEEN	What would she have?
QUEEN	Let her come in.
QUEEN	To my sick soul, as sin's true nature is,
QUEEN	Each toy seems prologue to some great amiss:
QUEEN	So full of artless jealousy is guilt,
QUEEN	It spills itself in fearing to be spilt.
QUEEN	How now, Ophelia!
QUEEN	Alas! sweet lady, what imports this song?
QUEEN	Nay, but Ophelia,—
QUEEN	Alas! look here, my lord.
QUEEN	Alack! what noise is this?
QUEEN	How cheerfully on the false trail they cry!
QUEEN	O! this is counter, you false Danish dogs!
QUEEN	Calmly, good Laertes.
QUEEN	But not by him.
QUEEN	One woe doth tread upon another's heel,
QUEEN	So fast they follow: your sister's drown'd, Laertes.
QUEEN	There is a willow grows aslant a brook,
QUEEN	That shows his hoar leaves in the glassy com.linkedin.dagli.util.stream;
QUEEN	There with fantastic garlands did she come,
QUEEN	Of crow-flowers, nettles, daisies, and long purples,
QUEEN	That liberal shepherds give a grosser name,
QUEEN	But our cold maids do dead men's fingers call them:
QUEEN	There, on the pendent boughs her coronet weeds
QUEEN	Clambering to hang, an envious sliver broke,
QUEEN	When down her weedy trophies and herself
QUEEN	Fell in the weeping brook. Her clothes spread wide,
QUEEN	And, mermaid-like, awhile they bore her up;
QUEEN	Which time she chanted snatches of old tunes,
QUEEN	As one incapable of her own distress,
QUEEN	Or like a creature native and indu'd
QUEEN	Unto that element; but long it could not be
QUEEN	Till that her garments, heavy with their drink,
QUEEN	Pull'd the poor wretch from her melodious lay
QUEEN	To muddy death.
QUEEN	Drown'd, drown'd.
QUEEN	Sweets to the sweet: farewell!
QUEEN	I hop'd thou shouldst have been my Hamlet's wife;
QUEEN	I thought thy bride-bed to have deck'd, sweet maid,
QUEEN	And not have strew'd thy grave.
QUEEN	Hamlet! Hamlet!
QUEEN	O my son! what theme?
QUEEN	For love of God, forbear him.
QUEEN	This is mere madness:
QUEEN	And thus a while the fit will work on him;
QUEEN	Anon, as patient as the female dove,
QUEEN	When that her golden couplets are disclos'd,
QUEEN	His silence will sit drooping.
QUEEN	He's fat, and scant of breath.
QUEEN	Here, Hamlet, take my napkin, rub thy brows;
QUEEN	The queen carouses to thy fortune, Hamlet.
QUEEN	I will, my lord; I pray you, pardon me.
QUEEN	Come, let me wipe thy face.
QUEEN	No, no, the drink, the drink,—O my dear Hamlet!
QUEEN	The drink, the drink; I am poison'd.
ROMEO	Is the day so young?
ROMEO	Ay me! sad hours seem long.
ROMEO	Was that my father that went hence so fast?
ROMEO	Not having that, which having, makes them short.
ROMEO	Out—
ROMEO	Out of her favour, where I am in love.
ROMEO	Alas! that love, whose view is muffled still,
ROMEO	Should, without eyes, see pathways to his will.
ROMEO	Where shall we dine? O me! What fray was here?
ROMEO	Yet tell me not, for I have heard it all.
ROMEO	Here's much to do with hate, but more with love:
ROMEO	Why then, O brawling love! O loving hate!
ROMEO	O any thing! of nothing first create.
ROMEO	O heavy lightness! serious vanity!
ROMEO	Mis-shapen chaos of well-seeming forms!
ROMEO	Feather of lead, bright smoke, cold fire, sick health!
ROMEO	Still-waking sleep, that is not what it is!
ROMEO	This love feel I, that feel no love in this.
ROMEO	Dost thou not laugh?
ROMEO	Good heart, at what?
ROMEO	Why, such is love's transgression.
ROMEO	Griefs of mine own lie heavy in my breast,
ROMEO	Which thou wilt propagate to have it press'd
ROMEO	With more of thine: this love that thou hast shown
ROMEO	Doth add more grief to too much of mine own.
ROMEO	Love is a smoke rais'd with the fume of sighs;
ROMEO	Being purg'd, a fire sparkling in lovers' eyes;
ROMEO	Being vex'd, a sea nourish'd with lovers' tears:
ROMEO	What is it else? a madness most discreet,
ROMEO	A choking gall, and a preserving sweet.
ROMEO	Farewell, my coz.
ROMEO	Tut! I have lost myself; I am not here;
ROMEO	This is not Romeo, he's some other where.
ROMEO	What! shall I groan and tell thee?
ROMEO	Bid a sick man in sadness make his will;
ROMEO	Ah! word ill urg'd to one that is so ill.
ROMEO	In sadness, cousin, I do love a woman.
ROMEO	A right good mark-man! And she's fair I love.
ROMEO	Well, in that hit you miss: she'll not be hit
ROMEO	With Cupid's arrow; she hath Dian's wit;
ROMEO	And, in strong proof of chastity well arm'd,
ROMEO	From love's weak childish bow she lives unharm'd.
ROMEO	She will not stay the siege of loving terms,
ROMEO	Nor bide the encounter of assailing eyes,
ROMEO	Nor ope her lap to saint-seducing gold:
ROMEO	O! she is rich in beauty; only poor
ROMEO	That, when she dies, with beauty dies her store.
ROMEO	She hath, and in that sparing makes huge waste;
ROMEO	For beauty, starv'd with her severity,
ROMEO	Cuts beauty off from all posterity.
ROMEO	She is too fair, too wise, wisely too fair,
ROMEO	To merit bliss by making me despair:
ROMEO	She hath forsworn to love, and in that vow
ROMEO	Do I live dead that live to tell it now.
ROMEO	O! teach me how I should forget to think.
ROMEO	'Tis the way
ROMEO	To call hers exquisite, in question more.
ROMEO	These happy masks that kiss fair ladies' brows
ROMEO	Being black put us in mind they hide the fair;
ROMEO	He, that is strucken blind cannot forget
ROMEO	The precious treasure of his eyesight lost:
ROMEO	Show me a mistress that is passing fair,
ROMEO	What doth her beauty serve but as a note
ROMEO	Where I may read who pass'd that passing fair?
ROMEO	Farewell: thou canst not teach me to forget.
ROMEO	Your plantain leaf is excellent for that.
ROMEO	For your broken shin.
ROMEO	Not mad, but bound more than a madman is;
ROMEO	Shut up in prison, kept without my food,
ROMEO	Whipp'd and tormented, and—Good den, good fellow.
ROMEO	Ay, mine own fortune in my misery.
ROMEO	Ay, if I know the letters and the language.
ROMEO	Stay, fellow; I can read.
ROMEO	Signior Martino and his wife and daughters; County Anselme and his beauteous sisters; the lady widow of Vitruvio; Signior Placentio, and his lovely nieces; Mercutio and his brother Valentine; mine uncle Capulet, his wife and daughters; my fair niece Rosaline; Livia; Signior Valentio and his cousin Tybalt; Lucio and the lively Helena.
ROMEO	A fair assembly: whither should they come?
ROMEO	Whither?
ROMEO	Whose house?
ROMEO	Indeed, I should have asked you that before.
ROMEO	When the devout religion of mine eye
ROMEO	Maintains such falsehood, then turn tears to fires!
ROMEO	And these, who often drown'd could never die,
ROMEO	Transparent heretics, be burnt for liars!
ROMEO	One fairer than my love! the all-seeing sun
ROMEO	Ne'er saw her match since first the world begun.
ROMEO	I'll go along, no such sight to be shown,
ROMEO	But to rejoice in splendour of mine own.
ROMEO	What! shall this speech be spoke for our excuse,
ROMEO	Or shall we on without apology?
ROMEO	Give me a torch: I am not for this ambling;
ROMEO	Being but heavy, I will bear the light.
ROMEO	Not I, believe me: you have dancing shoes
ROMEO	With nimble soles; I have a soul of lead
ROMEO	So stakes me to the ground I cannot move.
ROMEO	I am too sore enpierced with his shaft
ROMEO	To soar with his light feathers; and so bound
ROMEO	I cannot bound a pitch above dull woe:
ROMEO	Under love's heavy burden do I sink.
ROMEO	Is love a tender thing? it is too rough,
ROMEO	Too rude, too boisterous; and it pricks like thorn.
ROMEO	A torch for me; let wantons, light of heart,
ROMEO	Tickle the senseless rushes with their heels,
ROMEO	For I am proverb'd with a grandsire phrase;
